"","country_name","month_id","loss_SE_OPF_SE_s1","loss_SE_OPF_SE_s2","loss_SE_OPF_SE_s3","loss_SE_OPF_SE_s4","loss_SE_OPF_SE_s5","loss_SE_OPF_SE_s6","loss_SE_OPF_SE_s7","loss_SE_OPF_TADDA1_s1","loss_SE_OPF_TADDA1_s2","loss_SE_OPF_TADDA1_s3","loss_SE_OPF_TADDA1_s4","loss_SE_OPF_TADDA1_s5","loss_SE_OPF_TADDA1_s6","loss_SE_OPF_TADDA1_s7","loss_SE_No_Change_s1","loss_SE_No_Change_s2","loss_SE_No_Change_s3","loss_SE_No_Change_s4","loss_SE_No_Change_s5","loss_SE_No_Change_s6","loss_SE_No_Change_s7","loss_TADDA1_OPF_SE_s1","loss_TADDA1_OPF_SE_s2","loss_TADDA1_OPF_SE_s3","loss_TADDA1_OPF_SE_s4","loss_TADDA1_OPF_SE_s5","loss_TADDA1_OPF_SE_s6","loss_TADDA1_OPF_SE_s7","loss_TADDA1_OPF_TADDA1_s1","loss_TADDA1_OPF_TADDA1_s2","loss_TADDA1_OPF_TADDA1_s3","loss_TADDA1_OPF_TADDA1_s4","loss_TADDA1_OPF_TADDA1_s5","loss_TADDA1_OPF_TADDA1_s6","loss_TADDA1_OPF_TADDA1_s7","loss_TADDA1_No_Change_s1","loss_TADDA1_No_Change_s2","loss_TADDA1_No_Change_s3","loss_TADDA1_No_Change_s4","loss_TADDA1_No_Change_s5","loss_TADDA1_No_Change_s6","loss_TADDA1_No_Change_s7"
"1","Algeria",395,0.305511472908648,NA,NA,NA,NA,NA,NA,0.423264181217464,NA,NA,NA,NA,NA,NA,0.00757097972563146,0.0827609748101518,1.50961870672613,0.290517227802081,0.717913664216732,0.839588705318475,1.44955051355647,0.552730922699868,NA,NA,NA,NA,NA,NA,0.650587566141149,NA,NA,NA,NA,NA,NA,0.0870113769896297,0.287682072451781,1.22866541691631,0.538996500732687,0.847297860387203,0.916290731874155,1.20397280432594
"2","Algeria",396,0.0150312411938164,4.74013693117398e-05,NA,NA,NA,NA,NA,0.313169830106584,0.00827586442991199,NA,NA,NA,NA,NA,0.313169830106584,0.41812669041901,0.717913664216732,0.44762740603946,1.20694896081258,0.0827609748101518,0.127217015633698,0.122601962438684,0.00688486523555398,NA,NA,NA,NA,NA,0.559615787935423,0.090971778205727,NA,NA,NA,NA,NA,0.559615787935423,0.646627164925052,0.847297860387203,0.669049628980885,1.09861228866811,0.287682072451781,0.356674943938732
"3","Algeria",397,0.0176119275895197,0.0150312411938164,4.74013693117398e-05,NA,NA,NA,NA,0,0.313169830106584,0.00827586442991199,NA,NA,NA,NA,0,0.313169830106584,0.41812669041901,0.717913664216732,0.44762740603946,1.20694896081258,0.0827609748101518,0.132709937794875,0.122601962438684,0.00688486523555398,NA,NA,NA,NA,0,0.559615787935423,0.090971778205727,NA,NA,NA,NA,0,0.559615787935423,0.646627164925052,0.847297860387203,0.669049628980885,1.09861228866811,0.287682072451781
"4","Algeria",398,0.0629132696544415,0.0321233762064369,0.0286022434675194,0.00285208130078663,NA,NA,NA,0.00216411185467069,0.00216411185467069,0.367400612369833,0.0019759591956538,NA,NA,NA,0.00216411185467069,0.00216411185467069,0.367400612369833,0.480453013918201,0.798910395496653,0.38754311949271,1.3113279943583,0.250825177473159,0.179229953429768,0.169121978073577,0.0534048808704469,NA,NA,NA,0.046520015634893,0.046520015634893,0.606135803570316,0.044451762570834,NA,NA,NA,0.046520015634893,0.046520015634893,0.606135803570316,0.693147180559945,0.893817876022097,0.622529613345992,1.145132304303
"5","Algeria",399,0.370310026459111,0.413439610387245,0.510635899114819,0.525184144503412,0.706294002419766,NA,NA,0.717913664216734,0.717913664216732,0.717913664216732,0.0827609748101518,0.880349914705307,NA,NA,0.798910395496653,0.717913664216732,0.717913664216732,0.0827609748101518,0.0402687280172633,0,2.29930970851291,0.608531039848512,0.642992698548937,0.714587922592328,1.11370972344526,1.43215529484115,NA,NA,0.847297860387204,0.847297860387203,0.847297860387203,0.287682072451781,1.62786858172371,NA,NA,0.893817876022097,0.847297860387203,0.847297860387203,0.287682072451781,0.200670695462151,0,1.51634748936809
"6","Algeria",400,0.000806756843549651,0.0095463483318585,0.0174681356566812,0.0415190744229938,0.0457404941789103,0.108627835376908,NA,0.0961960795511594,0.113213566016882,0.113213566016882,0.113213566016882,0.0497930444931175,0.182708385811373,NA,0.260942817895913,0.146683065288205,0.113213566016882,0.113213566016882,0.0497930444931175,0.0961960795511595,0.260942817895913,0.0284034653440324,0.0977054160825208,0.132167074782947,0.203762298826338,0.213870274182529,0.329587371385659,NA,0.310154928303839,0.336472236621213,0.336472236621213,0.336472236621213,0.22314355131421,0.42744401482694,NA,0.51082562376599,0.382992252256106,0.336472236621213,0.336472236621213,0.22314355131421,0.310154928303839,0.51082562376599
"7","Algeria",401,0.206612848940237,0.290768010542425,0.170668305996433,0.143382296717944,0.0942878855229951,0.0881824796462354,0.0328473041258769,0.260942817895913,0.674009066876881,0.0303991036088565,0.0303991036088568,0.0303991036088568,0.538710749967909,0.00695249270926483,0.260942817895913,1.04377127158365,0.016341370871584,0.0303991036088568,0.0303991036088568,0.538710749967909,0.674009066876883,0.454546861104812,0.539229089110022,0.650407043857055,0.534963710821309,0.391773262734529,0.296955349583461,0.181238252380332,0.51082562376599,0.820980552069829,0.174353387144777,0.174353387144778,0.174353387144778,0.7339691750802,0.083381608939051,0.51082562376599,1.02165124753198,0.127833371509884,0.174353387144778,0.174353387144778,0.7339691750802,0.82098055206983
"8","Algeria",402,0.396800684181912,0.469070780928253,0.36024627499862,0.52753213627653,0.578779717755646,0.692841412135879,0.709770753568057,0.395148846700788,0.395148846700794,0.101412778863316,0.931381135908293,0.931381135908293,0.931381135908293,0.164401953893166,1.29831048570497,0.395148846700794,0.013872843488433,1.02333640450873,0.931381135908293,0.931381135908293,0.164401953893166,0.629921172990646,0.69316618474473,1.0346273525003,0.726314075504895,0.760775734205321,0.832370958248712,1.23149275910164,0.628608659422369,0.628608659422374,0.471124426580686,0.965080896043587,0.965080896043587,0.965080896043587,0.405465108108165,1.13943428318836,0.628608659422374,0.117783035656384,1.01160091167848,0.965080896043587,0.965080896043587,0.405465108108165
"9","Algeria",403,0.496914562179859,0.478635206451473,0.405601381716879,0.520635334604454,0.354550894883988,0.314698679077571,0.239497562469417,0.480453013918202,0.480453013918202,0.480453013918201,1.00661512165053,0.127217015633698,0.127217015633698,0.127217015633698,1.74703850052737,0.0332411500717714,0.480453013918201,1.44955051355647,0.0961960795511595,0.127217015633698,0.127217015633698,0.704921670953489,1.15334777718938,0.636868417898767,0.721550645903982,0.83272860065101,0.717285267615263,0.574094819528483,0.693147180559946,1.15597280432594,0.693147180559945,1.00330210886379,0.356674943938732,0.356674943938732,0.356674943938732,1.32175583998232,0.182321556793955,0.693147180559945,1.20397280432594,0.310154928303839,0.356674943938732,0.356674943938732
"10","Algeria",404,0.00682573972238392,0.0376732755338115,0.0327642737294752,0.0158867859527974,0.0444050349550553,0.00715989126889707,0.00251547206579248,0.023762432091206,0.0332411500717712,0.0332411500717712,0.033241150071771,0.242533088374278,0.0237624320912061,0.0237624320912058,0.260942817895914,0.657607815572662,0.107914922017168,0.033241150071771,0.480453013918201,0.0402687280172637,0.0237624320912058,0.0826180350915218,0.194096047187498,0.181009043225678,0.126042794132776,0.210725022137987,0.0846161407114333,0.0501544820110076,0.154150679827259,0.182321556793955,0.182321556793955,0.182321556793954,0.492476485097794,0.154150679827259,0.154150679827258,0.510825623765991,0.810930216216329,0.328504066972036,0.182321556793954,0.693147180559945,0.200670695462152,0.154150679827258
