"";"month_id";"month";"year";"fatalities";"log_change_s1";"log_change_s2";"log_change_s3";"log_change_s4";"log_change_s5";"log_change_s6";"log_change_s7"
"2311";108;12;1988;0;NA;NA;NA;NA;NA;NA;NA
"2312";109;1;1989;0;0;NA;NA;NA;NA;NA;NA
"2313";110;2;1989;0;0;0;NA;NA;NA;NA;NA
"2314";111;3;1989;0;0;0;0;NA;NA;NA;NA
"2315";112;4;1989;0;0;0;0;0;NA;NA;NA
"2316";113;5;1989;0;0;0;0;0;0;NA;NA
"2317";114;6;1989;0;0;0;0;0;0;0;NA
"2318";115;7;1989;0;0;0;0;0;0;0;0
"2319";116;8;1989;0;0;0;0;0;0;0;0
"2320";117;9;1989;0;0;0;0;0;0;0;0
"2321";118;10;1989;0;0;0;0;0;0;0;0
"2322";119;11;1989;29;3,40119738166216;3,40119738166216;3,40119738166216;3,40119738166216;3,40119738166216;3,40119738166216;3,40119738166216
"2323";120;12;1989;0;-3,40119738166216;0;0;0;0;0;0
"2324";121;1;1990;0;0;-3,40119738166216;0;0;0;0;0
"2325";122;2;1990;0;0;0;-3,40119738166216;0;0;0;0
"2326";123;3;1990;0;0;0;0;-3,40119738166216;0;0;0
"2327";124;4;1990;0;0;0;0;0;-3,40119738166216;0;0
"2328";125;5;1990;0;0;0;0;0;0;-3,40119738166216;0
"2329";126;6;1990;0;0;0;0;0;0;0;-3,40119738166216
"2330";127;7;1990;0;0;0;0;0;0;0;0
"2331";128;8;1990;0;0;0;0;0;0;0;0
"2332";129;9;1990;0;0;0;0;0;0;0;0
"2333";130;10;1990;0;0;0;0;0;0;0;0
"2334";131;11;1990;0;0;0;0;0;0;0;0
"2335";132;12;1990;0;0;0;0;0;0;0;0
"2336";133;1;1991;0;0;0;0;0;0;0;0
"2337";134;2;1991;0;0;0;0;0;0;0;0
"2338";135;3;1991;0;0;0;0;0;0;0;0
"2339";136;4;1991;0;0;0;0;0;0;0;0
"2340";137;5;1991;0;0;0;0;0;0;0;0
"2341";138;6;1991;0;0;0;0;0;0;0;0
"2342";139;7;1991;0;0;0;0;0;0;0;0
"2343";140;8;1991;0;0;0;0;0;0;0;0
"2344";141;9;1991;0;0;0;0;0;0;0;0
"2345";142;10;1991;0;0;0;0;0;0;0;0
"2346";143;11;1991;0;0;0;0;0;0;0;0
"2347";144;12;1991;0;0;0;0;0;0;0;0
"2348";145;1;1992;0;0;0;0;0;0;0;0
"2349";146;2;1992;0;0;0;0;0;0;0;0
"2350";147;3;1992;0;0;0;0;0;0;0;0
"2351";148;4;1992;0;0;0;0;0;0;0;0
"2352";149;5;1992;0;0;0;0;0;0;0;0
"2353";150;6;1992;0;0;0;0;0;0;0;0
"2354";151;7;1992;0;0;0;0;0;0;0;0
"2355";152;8;1992;0;0;0;0;0;0;0;0
"2356";153;9;1992;0;0;0;0;0;0;0;0
"2357";154;10;1992;0;0;0;0;0;0;0;0
"2358";155;11;1992;0;0;0;0;0;0;0;0
"2359";156;12;1992;0;0;0;0;0;0;0;0
"2360";157;1;1993;0;0;0;0;0;0;0;0
"2361";158;2;1993;0;0;0;0;0;0;0;0
"2362";159;3;1993;0;0;0;0;0;0;0;0
"2363";160;4;1993;0;0;0;0;0;0;0;0
"2364";161;5;1993;0;0;0;0;0;0;0;0
"2365";162;6;1993;0;0;0;0;0;0;0;0
"2366";163;7;1993;0;0;0;0;0;0;0;0
"2367";164;8;1993;0;0;0;0;0;0;0;0
"2368";165;9;1993;0;0;0;0;0;0;0;0
"2369";166;10;1993;0;0;0;0;0;0;0;0
"2370";167;11;1993;0;0;0;0;0;0;0;0
"2371";168;12;1993;0;0;0;0;0;0;0;0
"2372";169;1;1994;0;0;0;0;0;0;0;0
"2373";170;2;1994;0;0;0;0;0;0;0;0
"2374";171;3;1994;0;0;0;0;0;0;0;0
"2375";172;4;1994;0;0;0;0;0;0;0;0
"2376";173;5;1994;0;0;0;0;0;0;0;0
"2377";174;6;1994;0;0;0;0;0;0;0;0
"2378";175;7;1994;0;0;0;0;0;0;0;0
"2379";176;8;1994;0;0;0;0;0;0;0;0
"2380";177;9;1994;0;0;0;0;0;0;0;0
"2381";178;10;1994;0;0;0;0;0;0;0;0
"2382";179;11;1994;0;0;0;0;0;0;0;0
"2383";180;12;1994;0;0;0;0;0;0;0;0
"2384";181;1;1995;0;0;0;0;0;0;0;0
"2385";182;2;1995;0;0;0;0;0;0;0;0
"2386";183;3;1995;0;0;0;0;0;0;0;0
"2387";184;4;1995;0;0;0;0;0;0;0;0
"2388";185;5;1995;0;0;0;0;0;0;0;0
"2389";186;6;1995;0;0;0;0;0;0;0;0
"2390";187;7;1995;0;0;0;0;0;0;0;0
"2391";188;8;1995;0;0;0;0;0;0;0;0
"2392";189;9;1995;0;0;0;0;0;0;0;0
"2393";190;10;1995;0;0;0;0;0;0;0;0
"2394";191;11;1995;0;0;0;0;0;0;0;0
"2395";192;12;1995;0;0;0;0;0;0;0;0
"2396";193;1;1996;0;0;0;0;0;0;0;0
"2397";194;2;1996;0;0;0;0;0;0;0;0
"2398";195;3;1996;0;0;0;0;0;0;0;0
"2399";196;4;1996;0;0;0;0;0;0;0;0
"2400";197;5;1996;0;0;0;0;0;0;0;0
"2401";198;6;1996;0;0;0;0;0;0;0;0
"2402";199;7;1996;0;0;0;0;0;0;0;0
"2403";200;8;1996;0;0;0;0;0;0;0;0
"2404";201;9;1996;0;0;0;0;0;0;0;0
"2405";202;10;1996;0;0;0;0;0;0;0;0
"2406";203;11;1996;0;0;0;0;0;0;0;0
"2407";204;12;1996;0;0;0;0;0;0;0;0
"2408";205;1;1997;0;0;0;0;0;0;0;0
"2409";206;2;1997;0;0;0;0;0;0;0;0
"2410";207;3;1997;0;0;0;0;0;0;0;0
"2411";208;4;1997;0;0;0;0;0;0;0;0
"2412";209;5;1997;0;0;0;0;0;0;0;0
"2413";210;6;1997;0;0;0;0;0;0;0;0
"2414";211;7;1997;0;0;0;0;0;0;0;0
"2415";212;8;1997;0;0;0;0;0;0;0;0
"2416";213;9;1997;56;4,04305126783455;4,04305126783455;4,04305126783455;4,04305126783455;4,04305126783455;4,04305126783455;4,04305126783455
"2417";214;10;1997;0;-4,04305126783455;0;0;0;0;0;0
"2418";215;11;1997;0;0;-4,04305126783455;0;0;0;0;0
"2419";216;12;1997;0;0;0;-4,04305126783455;0;0;0;0
"2420";217;1;1998;0;0;0;0;-4,04305126783455;0;0;0
"2421";218;2;1998;0;0;0;0;0;-4,04305126783455;0;0
"2422";219;3;1998;0;0;0;0;0;0;-4,04305126783455;0
"2423";220;4;1998;0;0;0;0;0;0;0;-4,04305126783455
"2424";221;5;1998;0;0;0;0;0;0;0;0
"2425";222;6;1998;0;0;0;0;0;0;0;0
"2426";223;7;1998;0;0;0;0;0;0;0;0
"2427";224;8;1998;0;0;0;0;0;0;0;0
"2428";225;9;1998;0;0;0;0;0;0;0;0
"2429";226;10;1998;0;0;0;0;0;0;0;0
"2430";227;11;1998;0;0;0;0;0;0;0;0
"2431";228;12;1998;40;3,71357206670431;3,71357206670431;3,71357206670431;3,71357206670431;3,71357206670431;3,71357206670431;3,71357206670431
"2432";229;1;1999;0;-3,71357206670431;0;0;0;0;0;0
"2433";230;2;1999;0;0;-3,71357206670431;0;0;0;0;0
"2434";231;3;1999;0;0;0;-3,71357206670431;0;0;0;0
"2435";232;4;1999;0;0;0;0;-3,71357206670431;0;0;0
"2436";233;5;1999;0;0;0;0;0;-3,71357206670431;0;0
"2437";234;6;1999;0;0;0;0;0;0;-3,71357206670431;0
"2438";235;7;1999;0;0;0;0;0;0;0;-3,71357206670431
"2439";236;8;1999;0;0;0;0;0;0;0;0
"2440";237;9;1999;0;0;0;0;0;0;0;0
"2441";238;10;1999;0;0;0;0;0;0;0;0
"2442";239;11;1999;0;0;0;0;0;0;0;0
"2443";240;12;1999;0;0;0;0;0;0;0;0
"2444";241;1;2000;0;0;0;0;0;0;0;0
"2445";242;2;2000;0;0;0;0;0;0;0;0
"2446";243;3;2000;0;0;0;0;0;0;0;0
"2447";244;4;2000;0;0;0;0;0;0;0;0
"2448";245;5;2000;0;0;0;0;0;0;0;0
"2449";246;6;2000;0;0;0;0;0;0;0;0
"2450";247;7;2000;0;0;0;0;0;0;0;0
"2451";248;8;2000;0;0;0;0;0;0;0;0
"2452";249;9;2000;0;0;0;0;0;0;0;0
"2453";250;10;2000;0;0;0;0;0;0;0;0
"2454";251;11;2000;0;0;0;0;0;0;0;0
"2455";252;12;2000;0;0;0;0;0;0;0;0
"2456";253;1;2001;0;0;0;0;0;0;0;0
"2457";254;2;2001;0;0;0;0;0;0;0;0
"2458";255;3;2001;0;0;0;0;0;0;0;0
"2459";256;4;2001;0;0;0;0;0;0;0;0
"2460";257;5;2001;0;0;0;0;0;0;0;0
"2461";258;6;2001;0;0;0;0;0;0;0;0
"2462";259;7;2001;0;0;0;0;0;0;0;0
"2463";260;8;2001;0;0;0;0;0;0;0;0
"2464";261;9;2001;0;0;0;0;0;0;0;0
"2465";262;10;2001;0;0;0;0;0;0;0;0
"2466";263;11;2001;0;0;0;0;0;0;0;0
"2467";264;12;2001;0;0;0;0;0;0;0;0
"2468";265;1;2002;0;0;0;0;0;0;0;0
"2469";266;2;2002;0;0;0;0;0;0;0;0
"2470";267;3;2002;0;0;0;0;0;0;0;0
"2471";268;4;2002;0;0;0;0;0;0;0;0
"2472";269;5;2002;0;0;0;0;0;0;0;0
"2473";270;6;2002;0;0;0;0;0;0;0;0
"2474";271;7;2002;0;0;0;0;0;0;0;0
"2475";272;8;2002;0;0;0;0;0;0;0;0
"2476";273;9;2002;0;0;0;0;0;0;0;0
"2477";274;10;2002;0;0;0;0;0;0;0;0
"2478";275;11;2002;0;0;0;0;0;0;0;0
"2479";276;12;2002;0;0;0;0;0;0;0;0
"2480";277;1;2003;0;0;0;0;0;0;0;0
"2481";278;2;2003;0;0;0;0;0;0;0;0
"2482";279;3;2003;0;0;0;0;0;0;0;0
"2483";280;4;2003;0;0;0;0;0;0;0;0
"2484";281;5;2003;0;0;0;0;0;0;0;0
"2485";282;6;2003;0;0;0;0;0;0;0;0
"2486";283;7;2003;0;0;0;0;0;0;0;0
"2487";284;8;2003;0;0;0;0;0;0;0;0
"2488";285;9;2003;0;0;0;0;0;0;0;0
"2489";286;10;2003;0;0;0;0;0;0;0;0
"2490";287;11;2003;0;0;0;0;0;0;0;0
"2491";288;12;2003;0;0;0;0;0;0;0;0
"2492";289;1;2004;0;0;0;0;0;0;0;0
"2493";290;2;2004;0;0;0;0;0;0;0;0
"2494";291;3;2004;0;0;0;0;0;0;0;0
"2495";292;4;2004;0;0;0;0;0;0;0;0
"2496";293;5;2004;0;0;0;0;0;0;0;0
"2497";294;6;2004;0;0;0;0;0;0;0;0
"2498";295;7;2004;0;0;0;0;0;0;0;0
"2499";296;8;2004;0;0;0;0;0;0;0;0
"2500";297;9;2004;0;0;0;0;0;0;0;0
"2501";298;10;2004;0;0;0;0;0;0;0;0
"2502";299;11;2004;0;0;0;0;0;0;0;0
"2503";300;12;2004;0;0;0;0;0;0;0;0
"2504";301;1;2005;0;0;0;0;0;0;0;0
"2505";302;2;2005;0;0;0;0;0;0;0;0
"2506";303;3;2005;0;0;0;0;0;0;0;0
