"";"month_id";"month";"year";"fatalities";"log_change_s1";"log_change_s2";"log_change_s3";"log_change_s4";"log_change_s5";"log_change_s6";"log_change_s7"
"386";108;12;1988;0;NA;NA;NA;NA;NA;NA;NA
"387";109;1;1989;0;0;NA;NA;NA;NA;NA;NA
"388";110;2;1989;0;0;0;NA;NA;NA;NA;NA
"389";111;3;1989;0;0;0;0;NA;NA;NA;NA
"390";112;4;1989;0;0;0;0;0;NA;NA;NA
"391";113;5;1989;0;0;0;0;0;0;NA;NA
"392";114;6;1989;0;0;0;0;0;0;0;NA
"393";115;7;1989;0;0;0;0;0;0;0;0
"394";116;8;1989;0;0;0;0;0;0;0;0
"395";117;9;1989;0;0;0;0;0;0;0;0
"396";118;10;1989;0;0;0;0;0;0;0;0
"397";119;11;1989;0;0;0;0;0;0;0;0
"398";120;12;1989;0;0;0;0;0;0;0;0
"399";121;1;1990;0;0;0;0;0;0;0;0
"400";122;2;1990;0;0;0;0;0;0;0;0
"401";123;3;1990;0;0;0;0;0;0;0;0
"402";124;4;1990;1;0,693147180559945;0,693147180559945;0,693147180559945;0,693147180559945;0,693147180559945;0,693147180559945;0,693147180559945
"403";125;5;1990;0;-0,693147180559945;0;0;0;0;0;0
"404";126;6;1990;0;0;-0,693147180559945;0;0;0;0;0
"405";127;7;1990;0;0;0;-0,693147180559945;0;0;0;0
"406";128;8;1990;0;0;0;0;-0,693147180559945;0;0;0
"407";129;9;1990;0;0;0;0;0;-0,693147180559945;0;0
"408";130;10;1990;0;0;0;0;0;0;-0,693147180559945;0
"409";131;11;1990;0;0;0;0;0;0;0;-0,693147180559945
"410";132;12;1990;0;0;0;0;0;0;0;0
"411";133;1;1991;0;0;0;0;0;0;0;0
"412";134;2;1991;0;0;0;0;0;0;0;0
"413";135;3;1991;0;0;0;0;0;0;0;0
"414";136;4;1991;0;0;0;0;0;0;0;0
"415";137;5;1991;0;0;0;0;0;0;0;0
"416";138;6;1991;0;0;0;0;0;0;0;0
"417";139;7;1991;0;0;0;0;0;0;0;0
"418";140;8;1991;0;0;0;0;0;0;0;0
"419";141;9;1991;0;0;0;0;0;0;0;0
"420";142;10;1991;0;0;0;0;0;0;0;0
"421";143;11;1991;0;0;0;0;0;0;0;0
"422";144;12;1991;0;0;0;0;0;0;0;0
"423";145;1;1992;0;0;0;0;0;0;0;0
"424";146;2;1992;0;0;0;0;0;0;0;0
"425";147;3;1992;0;0;0;0;0;0;0;0
"426";148;4;1992;0;0;0;0;0;0;0;0
"427";149;5;1992;0;0;0;0;0;0;0;0
"428";150;6;1992;0;0;0;0;0;0;0;0
"429";151;7;1992;0;0;0;0;0;0;0;0
"430";152;8;1992;0;0;0;0;0;0;0;0
"431";153;9;1992;0;0;0;0;0;0;0;0
"432";154;10;1992;0;0;0;0;0;0;0;0
"433";155;11;1992;0;0;0;0;0;0;0;0
"434";156;12;1992;0;0;0;0;0;0;0;0
"435";157;1;1993;0;0;0;0;0;0;0;0
"436";158;2;1993;0;0;0;0;0;0;0;0
"437";159;3;1993;0;0;0;0;0;0;0;0
"438";160;4;1993;0;0;0;0;0;0;0;0
