"";"month_id";"month";"year";"fatalities";"log_change_s1";"log_change_s2";"log_change_s3";"log_change_s4";"log_change_s5";"log_change_s6";"log_change_s7"
"17510";108;12;1988;0;NA;NA;NA;NA;NA;NA;NA
"17511";109;1;1989;0;0;NA;NA;NA;NA;NA;NA
"17512";110;2;1989;0;0;0;NA;NA;NA;NA;NA
"17513";111;3;1989;0;0;0;0;NA;NA;NA;NA
"17514";112;4;1989;0;0;0;0;0;NA;NA;NA
"17515";113;5;1989;0;0;0;0;0;0;NA;NA
"17516";114;6;1989;0;0;0;0;0;0;0;NA
"17517";115;7;1989;0;0;0;0;0;0;0;0
"17518";116;8;1989;0;0;0;0;0;0;0;0
"17519";117;9;1989;0;0;0;0;0;0;0;0
"17520";118;10;1989;0;0;0;0;0;0;0;0
"17521";119;11;1989;0;0;0;0;0;0;0;0
"17522";120;12;1989;0;0;0;0;0;0;0;0
"17523";121;1;1990;0;0;0;0;0;0;0;0
"17524";122;2;1990;0;0;0;0;0;0;0;0
"17525";123;3;1990;0;0;0;0;0;0;0;0
"17526";124;4;1990;0;0;0;0;0;0;0;0
"17527";125;5;1990;0;0;0;0;0;0;0;0
"17528";126;6;1990;0;0;0;0;0;0;0;0
"17529";127;7;1990;0;0;0;0;0;0;0;0
"17530";128;8;1990;0;0;0;0;0;0;0;0
"17531";129;9;1990;0;0;0;0;0;0;0;0
"17532";130;10;1990;0;0;0;0;0;0;0;0
"17533";131;11;1990;0;0;0;0;0;0;0;0
"17534";132;12;1990;0;0;0;0;0;0;0;0
"17535";133;1;1991;0;0;0;0;0;0;0;0
"17536";134;2;1991;0;0;0;0;0;0;0;0
"17537";135;3;1991;0;0;0;0;0;0;0;0
"17538";136;4;1991;0;0;0;0;0;0;0;0
"17539";137;5;1991;0;0;0;0;0;0;0;0
"17540";138;6;1991;0;0;0;0;0;0;0;0
"17541";139;7;1991;0;0;0;0;0;0;0;0
"17542";140;8;1991;0;0;0;0;0;0;0;0
"17543";141;9;1991;0;0;0;0;0;0;0;0
"17544";142;10;1991;0;0;0;0;0;0;0;0
"17545";143;11;1991;0;0;0;0;0;0;0;0
"17546";144;12;1991;0;0;0;0;0;0;0;0
"17547";145;1;1992;0;0;0;0;0;0;0;0
"17548";146;2;1992;0;0;0;0;0;0;0;0
"17549";147;3;1992;0;0;0;0;0;0;0;0
"17550";148;4;1992;0;0;0;0;0;0;0;0
"17551";149;5;1992;0;0;0;0;0;0;0;0
"17552";150;6;1992;0;0;0;0;0;0;0;0
"17553";151;7;1992;0;0;0;0;0;0;0;0
"17554";152;8;1992;3;1,38629436111989;1,38629436111989;1,38629436111989;1,38629436111989;1,38629436111989;1,38629436111989;1,38629436111989
"17555";153;9;1992;0;-1,38629436111989;0;0;0;0;0;0
"17556";154;10;1992;0;0;-1,38629436111989;0;0;0;0;0
"17557";155;11;1992;0;0;0;-1,38629436111989;0;0;0;0
"17558";156;12;1992;0;0;0;0;-1,38629436111989;0;0;0
"17559";157;1;1993;0;0;0;0;0;-1,38629436111989;0;0
"17560";158;2;1993;0;0;0;0;0;0;-1,38629436111989;0
"17561";159;3;1993;0;0;0;0;0;0;0;-1,38629436111989
"17562";160;4;1993;2;1,09861228866811;1,09861228866811;1,09861228866811;1,09861228866811;1,09861228866811;1,09861228866811;1,09861228866811
"17563";161;5;1993;1;-0,405465108108164;0,693147180559945;0,693147180559945;0,693147180559945;0,693147180559945;0,693147180559945;0,693147180559945
"17564";162;6;1993;1;0;-0,405465108108164;0,693147180559945;0,693147180559945;0,693147180559945;0,693147180559945;0,693147180559945
"17565";163;7;1993;0;-0,693147180559945;-0,693147180559945;-1,09861228866811;0;0;0;0
"17566";164;8;1993;0;0;-0,693147180559945;-0,693147180559945;-1,09861228866811;0;0;0
"17567";165;9;1993;0;0;0;-0,693147180559945;-0,693147180559945;-1,09861228866811;0;0
"17568";166;10;1993;0;0;0;0;-0,693147180559945;-0,693147180559945;-1,09861228866811;0
"17569";167;11;1993;0;0;0;0;0;-0,693147180559945;-0,693147180559945;-1,09861228866811
"17570";168;12;1993;0;0;0;0;0;0;-0,693147180559945;-0,693147180559945
"17571";169;1;1994;0;0;0;0;0;0;0;-0,693147180559945
"17572";170;2;1994;0;0;0;0;0;0;0;0
"17573";171;3;1994;0;0;0;0;0;0;0;0
"17574";172;4;1994;0;0;0;0;0;0;0;0
"17575";173;5;1994;0;0;0;0;0;0;0;0
"17576";174;6;1994;0;0;0;0;0;0;0;0
"17577";175;7;1994;0;0;0;0;0;0;0;0
"17578";176;8;1994;0;0;0;0;0;0;0;0
"17579";177;9;1994;0;0;0;0;0;0;0;0
"17580";178;10;1994;0;0;0;0;0;0;0;0
"17581";179;11;1994;0;0;0;0;0;0;0;0
"17582";180;12;1994;0;0;0;0;0;0;0;0
"17583";181;1;1995;0;0;0;0;0;0;0;0
"17584";182;2;1995;0;0;0;0;0;0;0;0
"17585";183;3;1995;0;0;0;0;0;0;0;0
"17586";184;4;1995;0;0;0;0;0;0;0;0
"17587";185;5;1995;0;0;0;0;0;0;0;0
"17588";186;6;1995;0;0;0;0;0;0;0;0
"17589";187;7;1995;0;0;0;0;0;0;0;0
"17590";188;8;1995;0;0;0;0;0;0;0;0
"17591";189;9;1995;0;0;0;0;0;0;0;0
"17592";190;10;1995;0;0;0;0;0;0;0;0
"17593";191;11;1995;0;0;0;0;0;0;0;0
"17594";192;12;1995;0;0;0;0;0;0;0;0
