"";"month_id";"month";"year";"fatalities";"log_change_s1";"log_change_s2";"log_change_s3";"log_change_s4";"log_change_s5";"log_change_s6";"log_change_s7"
"9611";108;12;1988;0;NA;NA;NA;NA;NA;NA;NA
"9612";109;1;1989;0;0;NA;NA;NA;NA;NA;NA
"9613";110;2;1989;0;0;0;NA;NA;NA;NA;NA
"9614";111;3;1989;0;0;0;0;NA;NA;NA;NA
"9615";112;4;1989;0;0;0;0;0;NA;NA;NA
"9616";113;5;1989;0;0;0;0;0;0;NA;NA
"9617";114;6;1989;0;0;0;0;0;0;0;NA
"9618";115;7;1989;0;0;0;0;0;0;0;0
"9619";116;8;1989;0;0;0;0;0;0;0;0
"9620";117;9;1989;0;0;0;0;0;0;0;0
"9621";118;10;1989;0;0;0;0;0;0;0;0
"9622";119;11;1989;0;0;0;0;0;0;0;0
"9623";120;12;1989;0;0;0;0;0;0;0;0
"9624";121;1;1990;0;0;0;0;0;0;0;0
"9625";122;2;1990;0;0;0;0;0;0;0;0
"9626";123;3;1990;0;0;0;0;0;0;0;0
"9627";124;4;1990;0;0;0;0;0;0;0;0
"9628";125;5;1990;0;0;0;0;0;0;0;0
"9629";126;6;1990;0;0;0;0;0;0;0;0
"9630";127;7;1990;0;0;0;0;0;0;0;0
"9631";128;8;1990;0;0;0;0;0;0;0;0
"9632";129;9;1990;0;0;0;0;0;0;0;0
"9633";130;10;1990;0;0;0;0;0;0;0;0
"9634";131;11;1990;0;0;0;0;0;0;0;0
"9635";132;12;1990;0;0;0;0;0;0;0;0
"9636";133;1;1991;0;0;0;0;0;0;0;0
"9637";134;2;1991;0;0;0;0;0;0;0;0
"9638";135;3;1991;0;0;0;0;0;0;0;0
"9639";136;4;1991;0;0;0;0;0;0;0;0
"9640";137;5;1991;0;0;0;0;0;0;0;0
"9641";138;6;1991;0;0;0;0;0;0;0;0
"9642";139;7;1991;0;0;0;0;0;0;0;0
"9643";140;8;1991;0;0;0;0;0;0;0;0
"9644";141;9;1991;0;0;0;0;0;0;0;0
"9645";142;10;1991;0;0;0;0;0;0;0;0
"9646";143;11;1991;0;0;0;0;0;0;0;0
"9647";144;12;1991;0;0;0;0;0;0;0;0
"9648";145;1;1992;1;0,693147180559945;0,693147180559945;0,693147180559945;0,693147180559945;0,693147180559945;0,693147180559945;0,693147180559945
"9649";146;2;1992;0;-0,693147180559945;0;0;0;0;0;0
"9650";147;3;1992;0;0;-0,693147180559945;0;0;0;0;0
"9651";148;4;1992;0;0;0;-0,693147180559945;0;0;0;0
"9652";149;5;1992;0;0;0;0;-0,693147180559945;0;0;0
"9653";150;6;1992;0;0;0;0;0;-0,693147180559945;0;0
"9654";151;7;1992;0;0;0;0;0;0;-0,693147180559945;0
"9655";152;8;1992;0;0;0;0;0;0;0;-0,693147180559945
"9656";153;9;1992;0;0;0;0;0;0;0;0
"9657";154;10;1992;0;0;0;0;0;0;0;0
"9658";155;11;1992;0;0;0;0;0;0;0;0
"9659";156;12;1992;0;0;0;0;0;0;0;0
"9660";157;1;1993;0;0;0;0;0;0;0;0
"9661";158;2;1993;0;0;0;0;0;0;0;0
"9662";159;3;1993;0;0;0;0;0;0;0;0
"9663";160;4;1993;0;0;0;0;0;0;0;0
"9664";161;5;1993;0;0;0;0;0;0;0;0
"9665";162;6;1993;0;0;0;0;0;0;0;0
"9666";163;7;1993;0;0;0;0;0;0;0;0
"9667";164;8;1993;0;0;0;0;0;0;0;0
"9668";165;9;1993;0;0;0;0;0;0;0;0
"9669";166;10;1993;0;0;0;0;0;0;0;0
"9670";167;11;1993;0;0;0;0;0;0;0;0
"9671";168;12;1993;0;0;0;0;0;0;0;0
"9672";169;1;1994;0;0;0;0;0;0;0;0
"9673";170;2;1994;0;0;0;0;0;0;0;0
"9674";171;3;1994;0;0;0;0;0;0;0;0
"9675";172;4;1994;0;0;0;0;0;0;0;0
"9676";173;5;1994;0;0;0;0;0;0;0;0
"9677";174;6;1994;0;0;0;0;0;0;0;0
"9678";175;7;1994;0;0;0;0;0;0;0;0
"9679";176;8;1994;0;0;0;0;0;0;0;0
"9680";177;9;1994;0;0;0;0;0;0;0;0
"9681";178;10;1994;0;0;0;0;0;0;0;0
"9682";179;11;1994;0;0;0;0;0;0;0;0
"9683";180;12;1994;0;0;0;0;0;0;0;0
"9684";181;1;1995;0;0;0;0;0;0;0;0
"9685";182;2;1995;0;0;0;0;0;0;0;0
"9686";183;3;1995;0;0;0;0;0;0;0;0
"9687";184;4;1995;0;0;0;0;0;0;0;0
"9688";185;5;1995;0;0;0;0;0;0;0;0
"9689";186;6;1995;0;0;0;0;0;0;0;0
"9690";187;7;1995;0;0;0;0;0;0;0;0
"9691";188;8;1995;0;0;0;0;0;0;0;0
"9692";189;9;1995;0;0;0;0;0;0;0;0
"9693";190;10;1995;0;0;0;0;0;0;0;0
"9694";191;11;1995;0;0;0;0;0;0;0;0
"9695";192;12;1995;0;0;0;0;0;0;0;0
"9696";193;1;1996;0;0;0;0;0;0;0;0
"9697";194;2;1996;0;0;0;0;0;0;0;0
"9698";195;3;1996;0;0;0;0;0;0;0;0
"9699";196;4;1996;0;0;0;0;0;0;0;0
"9700";197;5;1996;0;0;0;0;0;0;0;0
"9701";198;6;1996;0;0;0;0;0;0;0;0
"9702";199;7;1996;0;0;0;0;0;0;0;0
"9703";200;8;1996;0;0;0;0;0;0;0;0
"9704";201;9;1996;0;0;0;0;0;0;0;0
"9705";202;10;1996;0;0;0;0;0;0;0;0
"9706";203;11;1996;0;0;0;0;0;0;0;0
"9707";204;12;1996;10;2,39789527279837;2,39789527279837;2,39789527279837;2,39789527279837;2,39789527279837;2,39789527279837;2,39789527279837
"9708";205;1;1997;10;0;2,39789527279837;2,39789527279837;2,39789527279837;2,39789527279837;2,39789527279837;2,39789527279837
"9709";206;2;1997;0;-2,39789527279837;-2,39789527279837;0;0;0;0;0
"9710";207;3;1997;0;0;-2,39789527279837;-2,39789527279837;0;0;0;0
"9711";208;4;1997;0;0;0;-2,39789527279837;-2,39789527279837;0;0;0
"9712";209;5;1997;0;0;0;0;-2,39789527279837;-2,39789527279837;0;0
