"";"month_id";"month";"year";"fatalities";"log_change_s1";"log_change_s2";"log_change_s3";"log_change_s4";"log_change_s5";"log_change_s6";"log_change_s7"
"18674";108;12;1988;0;NA;NA;NA;NA;NA;NA;NA
"18675";109;1;1989;0;0;NA;NA;NA;NA;NA;NA
"18676";110;2;1989;0;0;0;NA;NA;NA;NA;NA
"18677";111;3;1989;0;0;0;0;NA;NA;NA;NA
"18678";112;4;1989;0;0;0;0;0;NA;NA;NA
"18679";113;5;1989;0;0;0;0;0;0;NA;NA
"18680";114;6;1989;0;0;0;0;0;0;0;NA
"18681";115;7;1989;0;0;0;0;0;0;0;0
"18682";116;8;1989;0;0;0;0;0;0;0;0
"18683";117;9;1989;0;0;0;0;0;0;0;0
"18684";118;10;1989;0;0;0;0;0;0;0;0
"18685";119;11;1989;0;0;0;0;0;0;0;0
"18686";120;12;1989;0;0;0;0;0;0;0;0
"18687";121;1;1990;0;0;0;0;0;0;0;0
"18688";122;2;1990;0;0;0;0;0;0;0;0
"18689";123;3;1990;0;0;0;0;0;0;0;0
"18690";124;4;1990;0;0;0;0;0;0;0;0
"18691";125;5;1990;0;0;0;0;0;0;0;0
"18692";126;6;1990;0;0;0;0;0;0;0;0
"18693";127;7;1990;0;0;0;0;0;0;0;0
"18694";128;8;1990;0;0;0;0;0;0;0;0
"18695";129;9;1990;0;0;0;0;0;0;0;0
"18696";130;10;1990;0;0;0;0;0;0;0;0
"18697";131;11;1990;0;0;0;0;0;0;0;0
"18698";132;12;1990;0;0;0;0;0;0;0;0
"18699";133;1;1991;0;0;0;0;0;0;0;0
"18700";134;2;1991;0;0;0;0;0;0;0;0
"18701";135;3;1991;0;0;0;0;0;0;0;0
"18702";136;4;1991;0;0;0;0;0;0;0;0
"18703";137;5;1991;0;0;0;0;0;0;0;0
"18704";138;6;1991;0;0;0;0;0;0;0;0
"18705";139;7;1991;0;0;0;0;0;0;0;0
"18706";140;8;1991;0;0;0;0;0;0;0;0
"18707";141;9;1991;0;0;0;0;0;0;0;0
"18708";142;10;1991;0;0;0;0;0;0;0;0
"18709";143;11;1991;0;0;0;0;0;0;0;0
"18710";144;12;1991;0;0;0;0;0;0;0;0
"18711";145;1;1992;0;0;0;0;0;0;0;0
"18712";146;2;1992;0;0;0;0;0;0;0;0
"18713";147;3;1992;0;0;0;0;0;0;0;0
"18714";148;4;1992;0;0;0;0;0;0;0;0
"18715";149;5;1992;0;0;0;0;0;0;0;0
"18716";150;6;1992;0;0;0;0;0;0;0;0
"18717";151;7;1992;0;0;0;0;0;0;0;0
"18718";152;8;1992;0;0;0;0;0;0;0;0
"18719";153;9;1992;0;0;0;0;0;0;0;0
"18720";154;10;1992;0;0;0;0;0;0;0;0
"18721";155;11;1992;0;0;0;0;0;0;0;0
"18722";156;12;1992;0;0;0;0;0;0;0;0
"18723";157;1;1993;0;0;0;0;0;0;0;0
"18724";158;2;1993;0;0;0;0;0;0;0;0
