"";"month_id";"month";"year";"fatalities";"log_change_s1";"log_change_s2";"log_change_s3";"log_change_s4";"log_change_s5";"log_change_s6";"log_change_s7"
"777";108;12;1988;0;NA;NA;NA;NA;NA;NA;NA
"778";109;1;1989;0;0;NA;NA;NA;NA;NA;NA
"779";110;2;1989;28;3,36729582998647;3,36729582998647;NA;NA;NA;NA;NA
"780";111;3;1989;0;-3,36729582998647;0;0;NA;NA;NA;NA
"781";112;4;1989;0;0;-3,36729582998647;0;0;NA;NA;NA
"782";113;5;1989;0;0;0;-3,36729582998647;0;0;NA;NA
"783";114;6;1989;0;0;0;0;-3,36729582998647;0;0;NA
"784";115;7;1989;0;0;0;0;0;-3,36729582998647;0;0
"785";116;8;1989;0;0;0;0;0;0;-3,36729582998647;0
"786";117;9;1989;0;0;0;0;0;0;0;-3,36729582998647
"787";118;10;1989;0;0;0;0;0;0;0;0
"788";119;11;1989;0;0;0;0;0;0;0;0
"789";120;12;1989;0;0;0;0;0;0;0;0
"790";121;1;1990;0;0;0;0;0;0;0;0
"791";122;2;1990;0;0;0;0;0;0;0;0
"792";123;3;1990;0;0;0;0;0;0;0;0
"793";124;4;1990;5;1,79175946922805;1,79175946922805;1,79175946922805;1,79175946922805;1,79175946922805;1,79175946922805;1,79175946922805
"794";125;5;1990;136;3,12822145660007;4,91998092582813;4,91998092582813;4,91998092582813;4,91998092582813;4,91998092582813;4,91998092582813
"795";126;6;1990;0;-4,91998092582813;-1,79175946922805;0;0;0;0;0
"796";127;7;1990;0;0;-4,91998092582813;-1,79175946922805;0;0;0;0
"797";128;8;1990;0;0;0;-4,91998092582813;-1,79175946922805;0;0;0
"798";129;9;1990;0;0;0;0;-4,91998092582813;-1,79175946922805;0;0
"799";130;10;1990;0;0;0;0;0;-4,91998092582813;-1,79175946922805;0
"800";131;11;1990;0;0;0;0;0;0;-4,91998092582813;-1,79175946922805
"801";132;12;1990;6;1,94591014905531;1,94591014905531;1,94591014905531;1,94591014905531;1,94591014905531;1,94591014905531;-2,97407077677281
"802";133;1;1991;0;-1,94591014905531;0;0;0;0;0;0
"803";134;2;1991;0;0;-1,94591014905531;0;0;0;0;0
"804";135;3;1991;0;0;0;-1,94591014905531;0;0;0;0
"805";136;4;1991;11;2,484906649788;2,484906649788;2,484906649788;0,538996500732687;2,484906649788;2,484906649788;2,484906649788
"806";137;5;1991;0;-2,484906649788;0;0;0;-1,94591014905531;0;0
"807";138;6;1991;0;0;-2,484906649788;0;0;0;-1,94591014905531;0
"808";139;7;1991;0;0;0;-2,484906649788;0;0;0;-1,94591014905531
"809";140;8;1991;0;0;0;0;-2,484906649788;0;0;0
"810";141;9;1991;3;1,38629436111989;1,38629436111989;1,38629436111989;1,38629436111989;-1,09861228866811;1,38629436111989;1,38629436111989
"811";142;10;1991;18;1,55814461804655;2,94443897916644;2,94443897916644;2,94443897916644;2,94443897916644;0,45953232937844;2,94443897916644
"812";143;11;1991;0;-2,94443897916644;-1,38629436111989;0;0;0;0;-2,484906649788
"813";144;12;1991;0;0;-2,94443897916644;-1,38629436111989;0;0;0;0
"814";145;1;1992;0;0;0;-2,94443897916644;-1,38629436111989;0;0;0
"815";146;2;1992;34;3,55534806148941;3,55534806148941;3,55534806148941;0,610909082322973;2,16905370036952;3,55534806148941;3,55534806148941
"816";147;3;1992;3;-2,16905370036952;1,38629436111989;1,38629436111989;1,38629436111989;-1,55814461804655;0;1,38629436111989
"817";148;4;1992;13;1,25276296849537;-0,916290731874155;2,63905732961526;2,63905732961526;2,63905732961526;-0,305381649551182;1,25276296849537
"818";149;5;1992;0;-2,63905732961526;-1,38629436111989;-3,55534806148941;0;0;0;-2,94443897916644
"819";150;6;1992;1;0,693147180559945;-1,94591014905531;-0,693147180559945;-2,86220088092947;0,693147180559945;0,693147180559945;0,693147180559945
"820";151;7;1992;0;-0,693147180559945;0;-2,63905732961526;-1,38629436111989;-3,55534806148941;0;0
"821";152;8;1992;0;0;-0,693147180559945;0;-2,63905732961526;-1,38629436111989;-3,55534806148941;0
"822";153;9;1992;1;0,693147180559945;0,693147180559945;0;0,693147180559945;-1,94591014905531;-0,693147180559945;-2,86220088092947
"823";154;10;1992;0;-0,693147180559945;0;0;-0,693147180559945;0;-2,63905732961526;-1,38629436111989
"824";155;11;1992;10;2,39789527279837;1,70474809223843;2,39789527279837;2,39789527279837;1,70474809223843;2,39789527279837;-0,241162056816888
"825";156;12;1992;5;-0,606135803570316;1,79175946922805;1,09861228866811;1,79175946922805;1,79175946922805;1,09861228866811;1,79175946922805
"826";157;1;1993;70;2,47092040781326;1,86478460424294;4,26267987704132;3,56953269648137;4,26267987704132;4,26267987704132;3,56953269648137
