"";"month_id";"month";"year";"fatalities";"log_change_s1";"log_change_s2";"log_change_s3";"log_change_s4";"log_change_s5";"log_change_s6";"log_change_s7"
"13575";108;12;1988;0;NA;NA;NA;NA;NA;NA;NA
"13576";109;1;1989;0;0;NA;NA;NA;NA;NA;NA
"13577";110;2;1989;0;0;0;NA;NA;NA;NA;NA
"13578";111;3;1989;0;0;0;0;NA;NA;NA;NA
"13579";112;4;1989;0;0;0;0;0;NA;NA;NA
"13580";113;5;1989;0;0;0;0;0;0;NA;NA
"13581";114;6;1989;0;0;0;0;0;0;0;NA
"13582";115;7;1989;0;0;0;0;0;0;0;0
"13583";116;8;1989;0;0;0;0;0;0;0;0
"13584";117;9;1989;0;0;0;0;0;0;0;0
"13585";118;10;1989;0;0;0;0;0;0;0;0
"13586";119;11;1989;0;0;0;0;0;0;0;0
"13587";120;12;1989;0;0;0;0;0;0;0;0
"13588";121;1;1990;0;0;0;0;0;0;0;0
"13589";122;2;1990;0;0;0;0;0;0;0;0
"13590";123;3;1990;0;0;0;0;0;0;0;0
"13591";124;4;1990;0;0;0;0;0;0;0;0
"13592";125;5;1990;0;0;0;0;0;0;0;0
"13593";126;6;1990;0;0;0;0;0;0;0;0
"13594";127;7;1990;0;0;0;0;0;0;0;0
"13595";128;8;1990;0;0;0;0;0;0;0;0
"13596";129;9;1990;0;0;0;0;0;0;0;0
"13597";130;10;1990;0;0;0;0;0;0;0;0
"13598";131;11;1990;0;0;0;0;0;0;0;0
"13599";132;12;1990;0;0;0;0;0;0;0;0
"13600";133;1;1991;0;0;0;0;0;0;0;0
"13601";134;2;1991;0;0;0;0;0;0;0;0
"13602";135;3;1991;0;0;0;0;0;0;0;0
"13603";136;4;1991;0;0;0;0;0;0;0;0
"13604";137;5;1991;0;0;0;0;0;0;0;0
"13605";138;6;1991;0;0;0;0;0;0;0;0
"13606";139;7;1991;0;0;0;0;0;0;0;0
"13607";140;8;1991;0;0;0;0;0;0;0;0
"13608";141;9;1991;0;0;0;0;0;0;0;0
"13609";142;10;1991;0;0;0;0;0;0;0;0
"13610";143;11;1991;0;0;0;0;0;0;0;0
"13611";144;12;1991;0;0;0;0;0;0;0;0
"13612";145;1;1992;0;0;0;0;0;0;0;0
"13613";146;2;1992;0;0;0;0;0;0;0;0
"13614";147;3;1992;0;0;0;0;0;0;0;0
"13615";148;4;1992;0;0;0;0;0;0;0;0
"13616";149;5;1992;0;0;0;0;0;0;0;0
"13617";150;6;1992;0;0;0;0;0;0;0;0
"13618";151;7;1992;0;0;0;0;0;0;0;0
"13619";152;8;1992;0;0;0;0;0;0;0;0
"13620";153;9;1992;0;0;0;0;0;0;0;0
"13621";154;10;1992;0;0;0;0;0;0;0;0
"13622";155;11;1992;0;0;0;0;0;0;0;0
"13623";156;12;1992;2;1,09861228866811;1,09861228866811;1,09861228866811;1,09861228866811;1,09861228866811;1,09861228866811;1,09861228866811
"13624";157;1;1993;0;-1,09861228866811;0;0;0;0;0;0
"13625";158;2;1993;0;0;-1,09861228866811;0;0;0;0;0
"13626";159;3;1993;0;0;0;-1,09861228866811;0;0;0;0
"13627";160;4;1993;0;0;0;0;-1,09861228866811;0;0;0
"13628";161;5;1993;0;0;0;0;0;-1,09861228866811;0;0
"13629";162;6;1993;0;0;0;0;0;0;-1,09861228866811;0
"13630";163;7;1993;0;0;0;0;0;0;0;-1,09861228866811
"13631";164;8;1993;0;0;0;0;0;0;0;0
"13632";165;9;1993;0;0;0;0;0;0;0;0
"13633";166;10;1993;0;0;0;0;0;0;0;0
"13634";167;11;1993;0;0;0;0;0;0;0;0
"13635";168;12;1993;0;0;0;0;0;0;0;0
"13636";169;1;1994;0;0;0;0;0;0;0;0
"13637";170;2;1994;0;0;0;0;0;0;0;0
"13638";171;3;1994;0;0;0;0;0;0;0;0
"13639";172;4;1994;0;0;0;0;0;0;0;0
"13640";173;5;1994;0;0;0;0;0;0;0;0
"13641";174;6;1994;0;0;0;0;0;0;0;0
"13642";175;7;1994;0;0;0;0;0;0;0;0
"13643";176;8;1994;0;0;0;0;0;0;0;0
"13644";177;9;1994;0;0;0;0;0;0;0;0
"13645";178;10;1994;0;0;0;0;0;0;0;0
"13646";179;11;1994;0;0;0;0;0;0;0;0
"13647";180;12;1994;0;0;0;0;0;0;0;0
"13648";181;1;1995;0;0;0;0;0;0;0;0
"13649";182;2;1995;0;0;0;0;0;0;0;0
"13650";183;3;1995;0;0;0;0;0;0;0;0
"13651";184;4;1995;0;0;0;0;0;0;0;0
"13652";185;5;1995;0;0;0;0;0;0;0;0
"13653";186;6;1995;0;0;0;0;0;0;0;0
"13654";187;7;1995;0;0;0;0;0;0;0;0
"13655";188;8;1995;0;0;0;0;0;0;0;0
"13656";189;9;1995;0;0;0;0;0;0;0;0
"13657";190;10;1995;0;0;0;0;0;0;0;0
"13658";191;11;1995;0;0;0;0;0;0;0;0
"13659";192;12;1995;0;0;0;0;0;0;0;0
"13660";193;1;1996;0;0;0;0;0;0;0;0
"13661";194;2;1996;0;0;0;0;0;0;0;0
"13662";195;3;1996;0;0;0;0;0;0;0;0
"13663";196;4;1996;0;0;0;0;0;0;0;0
"13664";197;5;1996;0;0;0;0;0;0;0;0
"13665";198;6;1996;0;0;0;0;0;0;0;0
"13666";199;7;1996;0;0;0;0;0;0;0;0
"13667";200;8;1996;0;0;0;0;0;0;0;0
"13668";201;9;1996;0;0;0;0;0;0;0;0
"13669";202;10;1996;0;0;0;0;0;0;0;0
"13670";203;11;1996;0;0;0;0;0;0;0;0
"13671";204;12;1996;0;0;0;0;0;0;0;0
"13672";205;1;1997;0;0;0;0;0;0;0;0
"13673";206;2;1997;0;0;0;0;0;0;0;0
"13674";207;3;1997;0;0;0;0;0;0;0;0
"13675";208;4;1997;0;0;0;0;0;0;0;0
"13676";209;5;1997;0;0;0;0;0;0;0;0
"13677";210;6;1997;0;0;0;0;0;0;0;0
"13678";211;7;1997;0;0;0;0;0;0;0;0
"13679";212;8;1997;0;0;0;0;0;0;0;0
"13680";213;9;1997;0;0;0;0;0;0;0;0
"13681";214;10;1997;0;0;0;0;0;0;0;0
"13682";215;11;1997;0;0;0;0;0;0;0;0
"13683";216;12;1997;0;0;0;0;0;0;0;0
"13684";217;1;1998;0;0;0;0;0;0;0;0
"13685";218;2;1998;0;0;0;0;0;0;0;0
"13686";219;3;1998;0;0;0;0;0;0;0;0
"13687";220;4;1998;0;0;0;0;0;0;0;0
"13688";221;5;1998;0;0;0;0;0;0;0;0
"13689";222;6;1998;270;5,6021188208797;5,6021188208797;5,6021188208797;5,6021188208797;5,6021188208797;5,6021188208797;5,6021188208797
"13690";223;7;1998;113;-0,865920372485205;4,7361984483945;4,7361984483945;4,7361984483945;4,7361984483945;4,7361984483945;4,7361984483945
"13691";224;8;1998;0;-4,7361984483945;-5,6021188208797;0;0;0;0;0
"13692";225;9;1998;0;0;-4,7361984483945;-5,6021188208797;0;0;0;0
"13693";226;10;1998;106;4,67282883446191;4,67282883446191;-0,0633696139325899;-0,929289986417795;4,67282883446191;4,67282883446191;4,67282883446191
"13694";227;11;1998;16;-1,83961549040569;2,83321334405622;2,83321334405622;-1,90298510433828;-2,76890547682348;2,83321334405622;2,83321334405622
"13695";228;12;1998;0;-2,83321334405622;-4,67282883446191;0;0;-4,7361984483945;-5,6021188208797;0
"13696";229;1;1999;0;0;-2,83321334405622;-4,67282883446191;0;0;-4,7361984483945;-5,6021188208797
"13697";230;2;1999;125;4,83628190695148;4,83628190695148;2,00306856289526;0,163453072489572;4,83628190695148;4,83628190695148;0,100083458556982
"13698";231;3;1999;0;-4,83628190695148;0;0;-2,83321334405622;-4,67282883446191;0;0
"13699";232;4;1999;0;0;-4,83628190695148;0;0;-2,83321334405622;-4,67282883446191;0
"13700";233;5;1999;74;4,31748811353631;4,31748811353631;-0,518793793415168;4,31748811353631;4,31748811353631;1,48427476948009;-0,355340720925596
"13701";234;6;1999;0;-4,31748811353631;0;0;-4,83628190695148;0;0;-2,83321334405622
"13702";235;7;1999;0;0;-4,31748811353631;0;0;-4,83628190695148;0;0
"13703";236;8;1999;0;0;0;-4,31748811353631;0;0;-4,83628190695148;0
"13704";237;9;1999;0;0;0;0;-4,31748811353631;0;0;-4,83628190695148
"13705";238;10;1999;0;0;0;0;0;-4,31748811353631;0;0
"13706";239;11;1999;0;0;0;0;0;0;-4,31748811353631;0
"13707";240;12;1999;0;0;0;0;0;0;0;-4,31748811353631
"13708";241;1;2000;0;0;0;0;0;0;0;0
"13709";242;2;2000;0;0;0;0;0;0;0;0
"13710";243;3;2000;0;0;0;0;0;0;0;0
"13711";244;4;2000;0;0;0;0;0;0;0;0
"13712";245;5;2000;0;0;0;0;0;0;0;0
"13713";246;6;2000;0;0;0;0;0;0;0;0
"13714";247;7;2000;0;0;0;0;0;0;0;0
"13715";248;8;2000;0;0;0;0;0;0;0;0
"13716";249;9;2000;0;0;0;0;0;0;0;0
"13717";250;10;2000;0;0;0;0;0;0;0;0
"13718";251;11;2000;0;0;0;0;0;0;0;0
"13719";252;12;2000;0;0;0;0;0;0;0;0
"13720";253;1;2001;0;0;0;0;0;0;0;0
"13721";254;2;2001;0;0;0;0;0;0;0;0
"13722";255;3;2001;0;0;0;0;0;0;0;0
"13723";256;4;2001;0;0;0;0;0;0;0;0
"13724";257;5;2001;0;0;0;0;0;0;0;0
"13725";258;6;2001;0;0;0;0;0;0;0;0
"13726";259;7;2001;0;0;0;0;0;0;0;0
"13727";260;8;2001;0;0;0;0;0;0;0;0
"13728";261;9;2001;0;0;0;0;0;0;0;0
"13729";262;10;2001;0;0;0;0;0;0;0;0
"13730";263;11;2001;0;0;0;0;0;0;0;0
"13731";264;12;2001;0;0;0;0;0;0;0;0
"13732";265;1;2002;0;0;0;0;0;0;0;0
"13733";266;2;2002;0;0;0;0;0;0;0;0
"13734";267;3;2002;0;0;0;0;0;0;0;0
"13735";268;4;2002;0;0;0;0;0;0;0;0
"13736";269;5;2002;0;0;0;0;0;0;0;0
"13737";270;6;2002;0;0;0;0;0;0;0;0
"13738";271;7;2002;0;0;0;0;0;0;0;0
"13739";272;8;2002;0;0;0;0;0;0;0;0
"13740";273;9;2002;0;0;0;0;0;0;0;0
"13741";274;10;2002;0;0;0;0;0;0;0;0
"13742";275;11;2002;0;0;0;0;0;0;0;0
"13743";276;12;2002;0;0;0;0;0;0;0;0
"13744";277;1;2003;0;0;0;0;0;0;0;0
"13745";278;2;2003;0;0;0;0;0;0;0;0
"13746";279;3;2003;0;0;0;0;0;0;0;0
"13747";280;4;2003;0;0;0;0;0;0;0;0
"13748";281;5;2003;0;0;0;0;0;0;0;0
"13749";282;6;2003;0;0;0;0;0;0;0;0
"13750";283;7;2003;0;0;0;0;0;0;0;0
"13751";284;8;2003;0;0;0;0;0;0;0;0
"13752";285;9;2003;0;0;0;0;0;0;0;0
"13753";286;10;2003;0;0;0;0;0;0;0;0
"13754";287;11;2003;0;0;0;0;0;0;0;0
"13755";288;12;2003;0;0;0;0;0;0;0;0
"13756";289;1;2004;0;0;0;0;0;0;0;0
"13757";290;2;2004;0;0;0;0;0;0;0;0
"13758";291;3;2004;0;0;0;0;0;0;0;0
"13759";292;4;2004;0;0;0;0;0;0;0;0
"13760";293;5;2004;0;0;0;0;0;0;0;0
"13761";294;6;2004;0;0;0;0;0;0;0;0
"13762";295;7;2004;0;0;0;0;0;0;0;0
"13763";296;8;2004;0;0;0;0;0;0;0;0
"13764";297;9;2004;0;0;0;0;0;0;0;0
"13765";298;10;2004;0;0;0;0;0;0;0;0
"13766";299;11;2004;0;0;0;0;0;0;0;0
"13767";300;12;2004;0;0;0;0;0;0;0;0
"13768";301;1;2005;0;0;0;0;0;0;0;0
"13769";302;2;2005;0;0;0;0;0;0;0;0
"13770";303;3;2005;0;0;0;0;0;0;0;0
"13771";304;4;2005;0;0;0;0;0;0;0;0
"13772";305;5;2005;0;0;0;0;0;0;0;0
"13773";306;6;2005;0;0;0;0;0;0;0;0
"13774";307;7;2005;0;0;0;0;0;0;0;0
"13775";308;8;2005;0;0;0;0;0;0;0;0
"13776";309;9;2005;0;0;0;0;0;0;0;0
"13777";310;10;2005;0;0;0;0;0;0;0;0
"13778";311;11;2005;0;0;0;0;0;0;0;0
"13779";312;12;2005;0;0;0;0;0;0;0;0
"13780";313;1;2006;0;0;0;0;0;0;0;0
"13781";314;2;2006;0;0;0;0;0;0;0;0
"13782";315;3;2006;0;0;0;0;0;0;0;0
"13783";316;4;2006;0;0;0;0;0;0;0;0
"13784";317;5;2006;0;0;0;0;0;0;0;0
"13785";318;6;2006;0;0;0;0;0;0;0;0
"13786";319;7;2006;0;0;0;0;0;0;0;0
"13787";320;8;2006;0;0;0;0;0;0;0;0
"13788";321;9;2006;0;0;0;0;0;0;0;0
"13789";322;10;2006;0;0;0;0;0;0;0;0
"13790";323;11;2006;0;0;0;0;0;0;0;0
"13791";324;12;2006;0;0;0;0;0;0;0;0
"13792";325;1;2007;0;0;0;0;0;0;0;0
