"";"month_id";"month";"year";"fatalities";"log_change_s1";"log_change_s2";"log_change_s3";"log_change_s4";"log_change_s5";"log_change_s6";"log_change_s7"
"12131";108;12;1988;0;NA;NA;NA;NA;NA;NA;NA
"12132";109;1;1989;0;0;NA;NA;NA;NA;NA;NA
"12133";110;2;1989;0;0;0;NA;NA;NA;NA;NA
"12134";111;3;1989;0;0;0;0;NA;NA;NA;NA
"12135";112;4;1989;0;0;0;0;0;NA;NA;NA
"12136";113;5;1989;0;0;0;0;0;0;NA;NA
"12137";114;6;1989;0;0;0;0;0;0;0;NA
"12138";115;7;1989;0;0;0;0;0;0;0;0
"12139";116;8;1989;0;0;0;0;0;0;0;0
"12140";117;9;1989;0;0;0;0;0;0;0;0
"12141";118;10;1989;0;0;0;0;0;0;0;0
"12142";119;11;1989;0;0;0;0;0;0;0;0
"12143";120;12;1989;0;0;0;0;0;0;0;0
"12144";121;1;1990;0;0;0;0;0;0;0;0
"12145";122;2;1990;0;0;0;0;0;0;0;0
"12146";123;3;1990;0;0;0;0;0;0;0;0
"12147";124;4;1990;0;0;0;0;0;0;0;0
"12148";125;5;1990;0;0;0;0;0;0;0;0
"12149";126;6;1990;0;0;0;0;0;0;0;0
"12150";127;7;1990;0;0;0;0;0;0;0;0
"12151";128;8;1990;0;0;0;0;0;0;0;0
"12152";129;9;1990;0;0;0;0;0;0;0;0
"12153";130;10;1990;0;0;0;0;0;0;0;0
"12154";131;11;1990;0;0;0;0;0;0;0;0
"12155";132;12;1990;0;0;0;0;0;0;0;0
"12156";133;1;1991;0;0;0;0;0;0;0;0
"12157";134;2;1991;0;0;0;0;0;0;0;0
"12158";135;3;1991;0;0;0;0;0;0;0;0
"12159";136;4;1991;0;0;0;0;0;0;0;0
"12160";137;5;1991;0;0;0;0;0;0;0;0
"12161";138;6;1991;30;3,43398720448515;3,43398720448515;3,43398720448515;3,43398720448515;3,43398720448515;3,43398720448515;3,43398720448515
"12162";139;7;1991;0;-3,43398720448515;0;0;0;0;0;0
"12163";140;8;1991;0;0;-3,43398720448515;0;0;0;0;0
"12164";141;9;1991;0;0;0;-3,43398720448515;0;0;0;0
"12165";142;10;1991;0;0;0;0;-3,43398720448515;0;0;0
"12166";143;11;1991;0;0;0;0;0;-3,43398720448515;0;0
"12167";144;12;1991;0;0;0;0;0;0;-3,43398720448515;0
"12168";145;1;1992;0;0;0;0;0;0;0;-3,43398720448515
"12169";146;2;1992;0;0;0;0;0;0;0;0
