"";"month_id";"month";"year";"fatalities";"log_change_s1";"log_change_s2";"log_change_s3";"log_change_s4";"log_change_s5";"log_change_s6";"log_change_s7"
"4269";108;12;1988;0;NA;NA;NA;NA;NA;NA;NA
"4270";109;1;1989;0;0;NA;NA;NA;NA;NA;NA
"4271";110;2;1989;2;1,09861228866811;1,09861228866811;NA;NA;NA;NA;NA
"4272";111;3;1989;0;-1,09861228866811;0;0;NA;NA;NA;NA
"4273";112;4;1989;0;0;-1,09861228866811;0;0;NA;NA;NA
"4274";113;5;1989;0;0;0;-1,09861228866811;0;0;NA;NA
"4275";114;6;1989;0;0;0;0;-1,09861228866811;0;0;NA
"4276";115;7;1989;0;0;0;0;0;-1,09861228866811;0;0
"4277";116;8;1989;0;0;0;0;0;0;-1,09861228866811;0
"4278";117;9;1989;0;0;0;0;0;0;0;-1,09861228866811
"4279";118;10;1989;0;0;0;0;0;0;0;0
"4280";119;11;1989;0;0;0;0;0;0;0;0
"4281";120;12;1989;0;0;0;0;0;0;0;0
"4282";121;1;1990;0;0;0;0;0;0;0;0
"4283";122;2;1990;0;0;0;0;0;0;0;0
"4284";123;3;1990;0;0;0;0;0;0;0;0
"4285";124;4;1990;0;0;0;0;0;0;0;0
"4286";125;5;1990;0;0;0;0;0;0;0;0
"4287";126;6;1990;0;0;0;0;0;0;0;0
"4288";127;7;1990;0;0;0;0;0;0;0;0
"4289";128;8;1990;0;0;0;0;0;0;0;0
"4290";129;9;1990;0;0;0;0;0;0;0;0
"4291";130;10;1990;0;0;0;0;0;0;0;0
"4292";131;11;1990;0;0;0;0;0;0;0;0
"4293";132;12;1990;0;0;0;0;0;0;0;0
"4294";133;1;1991;0;0;0;0;0;0;0;0
"4295";134;2;1991;0;0;0;0;0;0;0;0
"4296";135;3;1991;0;0;0;0;0;0;0;0
"4297";136;4;1991;0;0;0;0;0;0;0;0
"4298";137;5;1991;0;0;0;0;0;0;0;0
"4299";138;6;1991;0;0;0;0;0;0;0;0
"4300";139;7;1991;0;0;0;0;0;0;0;0
"4301";140;8;1991;0;0;0;0;0;0;0;0
"4302";141;9;1991;0;0;0;0;0;0;0;0
"4303";142;10;1991;0;0;0;0;0;0;0;0
"4304";143;11;1991;0;0;0;0;0;0;0;0
"4305";144;12;1991;0;0;0;0;0;0;0;0
"4306";145;1;1992;0;0;0;0;0;0;0;0
"4307";146;2;1992;0;0;0;0;0;0;0;0
"4308";147;3;1992;0;0;0;0;0;0;0;0
"4309";148;4;1992;0;0;0;0;0;0;0;0
"4310";149;5;1992;0;0;0;0;0;0;0;0
"4311";150;6;1992;0;0;0;0;0;0;0;0
"4312";151;7;1992;0;0;0;0;0;0;0;0
"4313";152;8;1992;0;0;0;0;0;0;0;0
"4314";153;9;1992;0;0;0;0;0;0;0;0
"4315";154;10;1992;0;0;0;0;0;0;0;0
"4316";155;11;1992;0;0;0;0;0;0;0;0
"4317";156;12;1992;0;0;0;0;0;0;0;0
"4318";157;1;1993;0;0;0;0;0;0;0;0
"4319";158;2;1993;0;0;0;0;0;0;0;0
"4320";159;3;1993;0;0;0;0;0;0;0;0
"4321";160;4;1993;0;0;0;0;0;0;0;0
"4322";161;5;1993;0;0;0;0;0;0;0;0
"4323";162;6;1993;0;0;0;0;0;0;0;0
"4324";163;7;1993;0;0;0;0;0;0;0;0
"4325";164;8;1993;0;0;0;0;0;0;0;0
"4326";165;9;1993;0;0;0;0;0;0;0;0
"4327";166;10;1993;0;0;0;0;0;0;0;0
"4328";167;11;1993;0;0;0;0;0;0;0;0
"4329";168;12;1993;0;0;0;0;0;0;0;0
"4330";169;1;1994;0;0;0;0;0;0;0;0
"4331";170;2;1994;0;0;0;0;0;0;0;0
"4332";171;3;1994;0;0;0;0;0;0;0;0
"4333";172;4;1994;0;0;0;0;0;0;0;0
"4334";173;5;1994;0;0;0;0;0;0;0;0
"4335";174;6;1994;0;0;0;0;0;0;0;0
"4336";175;7;1994;0;0;0;0;0;0;0;0
"4337";176;8;1994;0;0;0;0;0;0;0;0
"4338";177;9;1994;0;0;0;0;0;0;0;0
"4339";178;10;1994;0;0;0;0;0;0;0;0
"4340";179;11;1994;0;0;0;0;0;0;0;0
"4341";180;12;1994;0;0;0;0;0;0;0;0
"4342";181;1;1995;0;0;0;0;0;0;0;0
"4343";182;2;1995;0;0;0;0;0;0;0;0
"4344";183;3;1995;0;0;0;0;0;0;0;0
"4345";184;4;1995;0;0;0;0;0;0;0;0
"4346";185;5;1995;0;0;0;0;0;0;0;0
"4347";186;6;1995;0;0;0;0;0;0;0;0
"4348";187;7;1995;0;0;0;0;0;0;0;0
"4349";188;8;1995;0;0;0;0;0;0;0;0
"4350";189;9;1995;0;0;0;0;0;0;0;0
