"";"month_id";"month";"year";"fatalities";"log_change_s1";"log_change_s2";"log_change_s3";"log_change_s4";"log_change_s5";"log_change_s6";"log_change_s7"
"6916";108;12;1988;0;NA;NA;NA;NA;NA;NA;NA
"6917";109;1;1989;0;0;NA;NA;NA;NA;NA;NA
"6918";110;2;1989;0;0;0;NA;NA;NA;NA;NA
"6919";111;3;1989;0;0;0;0;NA;NA;NA;NA
"6920";112;4;1989;0;0;0;0;0;NA;NA;NA
"6921";113;5;1989;0;0;0;0;0;0;NA;NA
"6922";114;6;1989;0;0;0;0;0;0;0;NA
"6923";115;7;1989;0;0;0;0;0;0;0;0
"6924";116;8;1989;0;0;0;0;0;0;0;0
"6925";117;9;1989;0;0;0;0;0;0;0;0
"6926";118;10;1989;0;0;0;0;0;0;0;0
"6927";119;11;1989;0;0;0;0;0;0;0;0
"6928";120;12;1989;0;0;0;0;0;0;0;0
"6929";121;1;1990;0;0;0;0;0;0;0;0
"6930";122;2;1990;0;0;0;0;0;0;0;0
"6931";123;3;1990;0;0;0;0;0;0;0;0
"6932";124;4;1990;0;0;0;0;0;0;0;0
"6933";125;5;1990;0;0;0;0;0;0;0;0
"6934";126;6;1990;0;0;0;0;0;0;0;0
"6935";127;7;1990;0;0;0;0;0;0;0;0
"6936";128;8;1990;0;0;0;0;0;0;0;0
"6937";129;9;1990;0;0;0;0;0;0;0;0
"6938";130;10;1990;0;0;0;0;0;0;0;0
"6939";131;11;1990;0;0;0;0;0;0;0;0
"6940";132;12;1990;0;0;0;0;0;0;0;0
"6941";133;1;1991;0;0;0;0;0;0;0;0
"6942";134;2;1991;0;0;0;0;0;0;0;0
"6943";135;3;1991;0;0;0;0;0;0;0;0
"6944";136;4;1991;0;0;0;0;0;0;0;0
"6945";137;5;1991;0;0;0;0;0;0;0;0
"6946";138;6;1991;0;0;0;0;0;0;0;0
"6947";139;7;1991;0;0;0;0;0;0;0;0
"6948";140;8;1991;0;0;0;0;0;0;0;0
"6949";141;9;1991;0;0;0;0;0;0;0;0
"6950";142;10;1991;0;0;0;0;0;0;0;0
"6951";143;11;1991;0;0;0;0;0;0;0;0
"6952";144;12;1991;0;0;0;0;0;0;0;0
"6953";145;1;1992;0;0;0;0;0;0;0;0
"6954";146;2;1992;0;0;0;0;0;0;0;0
"6955";147;3;1992;0;0;0;0;0;0;0;0
"6956";148;4;1992;0;0;0;0;0;0;0;0
"6957";149;5;1992;0;0;0;0;0;0;0;0
"6958";150;6;1992;0;0;0;0;0;0;0;0
"6959";151;7;1992;0;0;0;0;0;0;0;0
"6960";152;8;1992;0;0;0;0;0;0;0;0
"6961";153;9;1992;0;0;0;0;0;0;0;0
"6962";154;10;1992;0;0;0;0;0;0;0;0
"6963";155;11;1992;0;0;0;0;0;0;0;0
"6964";156;12;1992;0;0;0;0;0;0;0;0
"6965";157;1;1993;0;0;0;0;0;0;0;0
"6966";158;2;1993;0;0;0;0;0;0;0;0
"6967";159;3;1993;0;0;0;0;0;0;0;0
"6968";160;4;1993;0;0;0;0;0;0;0;0
"6969";161;5;1993;0;0;0;0;0;0;0;0
"6970";162;6;1993;0;0;0;0;0;0;0;0
"6971";163;7;1993;0;0;0;0;0;0;0;0
"6972";164;8;1993;0;0;0;0;0;0;0;0
"6973";165;9;1993;0;0;0;0;0;0;0;0
"6974";166;10;1993;0;0;0;0;0;0;0;0
"6975";167;11;1993;0;0;0;0;0;0;0;0
"6976";168;12;1993;0;0;0;0;0;0;0;0
"6977";169;1;1994;0;0;0;0;0;0;0;0
"6978";170;2;1994;0;0;0;0;0;0;0;0
"6979";171;3;1994;0;0;0;0;0;0;0;0
"6980";172;4;1994;0;0;0;0;0;0;0;0
"6981";173;5;1994;0;0;0;0;0;0;0;0
"6982";174;6;1994;0;0;0;0;0;0;0;0
"6983";175;7;1994;0;0;0;0;0;0;0;0
"6984";176;8;1994;0;0;0;0;0;0;0;0
"6985";177;9;1994;0;0;0;0;0;0;0;0
"6986";178;10;1994;0;0;0;0;0;0;0;0
"6987";179;11;1994;0;0;0;0;0;0;0;0
"6988";180;12;1994;0;0;0;0;0;0;0;0
"6989";181;1;1995;0;0;0;0;0;0;0;0
"6990";182;2;1995;0;0;0;0;0;0;0;0
"6991";183;3;1995;0;0;0;0;0;0;0;0
"6992";184;4;1995;0;0;0;0;0;0;0;0
"6993";185;5;1995;0;0;0;0;0;0;0;0
"6994";186;6;1995;0;0;0;0;0;0;0;0
"6995";187;7;1995;0;0;0;0;0;0;0;0
"6996";188;8;1995;0;0;0;0;0;0;0;0
"6997";189;9;1995;0;0;0;0;0;0;0;0
"6998";190;10;1995;0;0;0;0;0;0;0;0
"6999";191;11;1995;0;0;0;0;0;0;0;0
"7000";192;12;1995;0;0;0;0;0;0;0;0
"7001";193;1;1996;0;0;0;0;0;0;0;0
"7002";194;2;1996;0;0;0;0;0;0;0;0
"7003";195;3;1996;0;0;0;0;0;0;0;0
"7004";196;4;1996;0;0;0;0;0;0;0;0
"7005";197;5;1996;0;0;0;0;0;0;0;0
"7006";198;6;1996;0;0;0;0;0;0;0;0
